id;create_date;rent_price;deposit;floor;area_total;rooms;region;repair_type;agent_fee
774;2021-12-05 14:04:00.238 +0300;78000.00;78000.00;2;56.0;2;1;euro;30
775;2021-12-05 13:57:59.359 +0300;100000.00;100000.00;2;53.0;2;1;euro;0
776;2021-12-05 13:56:10.613 +0300;75000.00;75000.00;2;33.0;1;1;cosmetic;50
777;2021-12-05 13:56:09.732 +0300;75000.00;75000.00;2;33.0;1;1;cosmetic;50
778;2021-12-05 13:56:09.161 +0300;75000.00;75000.00;6;38.0;1;1;cosmetic;50
779;2021-12-05 13:55:50.195 +0300;75000.00;75000.00;11;50.0;2;1;cosmetic;50
780;2021-12-05 13:54:09.867 +0300;75000.00;75000.00;11;50.0;2;1;cosmetic;50
781;2021-12-05 13:48:43.306 +0300;210000.00;0.00;31;50.0;1;1;design;0
782;2021-12-05 13:48:28.167 +0300;210000.00;210000.00;7;153.0;3;1;design;0
783;2021-12-05 13:42:52.195 +0300;55000.00;55000.00;2;47.0;2;2;cosmetic;0
784;2021-12-05 13:41:51.212 +0300;55000.00;0.00;3;50.0;1;2;unknown;0
785;2021-12-05 13:41:50.131 +0300;69990.00;60000.00;2;51.0;1;1;euro;0
786;2021-12-05 13:41:49.230 +0300;70000.00;70000.00;23;37.0;1;1;design;0
787;2021-12-05 13:40:11.663 +0300;70000.00;70000.00;19;60.0;2;1;euro;0
788;2021-12-05 13:40:10.832 +0300;70000.00;70000.00;9;52.0;2;1;design;70
789;2021-12-05 13:36:07.124 +0300;67500.00;0.00;8;43.3;2;1;euro;0
790;2021-12-05 13:35:29.020 +0300;70000.00;70000.00;9;45.0;1;1;design;50
791;2021-12-05 13:34:56.978 +0300;30000.00;30000.00;7;39.0;1;2;euro;50
792;2021-12-05 13:34:55.840 +0300;30000.00;30000.00;1;75.0;4;2;cosmetic;100
793;2021-12-05 13:34:54.797 +0300;27000.00;30000.00;10;39.9;1;2;cosmetic;50
794;2021-12-05 13:33:36.815 +0300;65000.00;65000.00;6;56.0;2;1;cosmetic;50
795;2021-12-05 13:33:35.002 +0300;30000.00;30000.00;14;38.0;1;2;cosmetic;100
796;2021-12-05 13:32:53.437 +0300;30000.00;30000.00;14;33.3;1;2;design;25
797;2021-12-05 13:32:15.592 +0300;30000.00;30000.00;4;40.0;1;2;cosmetic;0
798;2021-12-05 13:32:04.631 +0300;43000.00;43000.00;15;38.2;1;1;euro;0
799;2021-12-05 13:31:57.826 +0300;65000.00;65000.00;5;44.0;2;1;design;50
800;2021-12-05 13:30:31.334 +0300;65000.00;65000.00;8;58.0;3;1;euro;50
801;2021-12-05 13:30:08.559 +0300;31000.00;28000.00;10;40.6;1;2;cosmetic;0
802;2021-12-05 13:28:29.905 +0300;65000.00;65000.00;5;54.0;2;1;euro;50
803;2021-12-05 13:28:09.765 +0300;65000.00;65000.00;12;40.0;1;1;design;30
804;2021-12-05 13:27:21.754 +0300;16900.00;0.00;40;60.0;0;1;euro;0
805;2021-12-05 13:26:50.433 +0300;63000.00;63000.00;7;74.0;3;1;cosmetic;30
806;2021-12-05 13:26:44.708 +0300;63000.00;60000.00;7;72.0;3;1;cosmetic;30
807;2021-12-05 13:26:41.846 +0300;28000.00;28000.00;3;36.5;1;2;euro;0
808;2021-12-05 13:26:27.326 +0300;42000.00;42000.00;3;44.0;2;1;cosmetic;60
809;2021-12-05 13:26:15.998 +0300;28000.00;28000.00;2;28.0;0;2;euro;0
810;2021-12-05 13:26:01.787 +0300;28000.00;28000.00;12;38.0;1;2;cosmetic;50
811;2021-12-05 13:25:14.797 +0300;27000.00;28000.00;11;40.0;1;2;cosmetic;0
812;2021-12-05 13:25:13.622 +0300;26500.00;10000.00;1;18.0;0;2;design;0
813;2021-12-05 13:25:12.149 +0300;27000.00;27000.00;5;36.0;1;2;cosmetic;50
814;2021-12-05 13:24:19.016 +0300;27000.00;5000.00;4;18.0;0;2;euro;50
815;2021-12-05 13:23:13.043 +0300;27000.00;27000.00;17;40.0;1;2;cosmetic;100
816;2021-12-05 13:23:01.670 +0300;37000.00;37000.00;3;46.0;2;1;cosmetic;40
817;2021-12-05 13:22:37.731 +0300;37000.00;37000.00;4;34.0;1;1;cosmetic;100
818;2021-12-05 13:22:36.529 +0300;37000.00;37000.00;10;58.0;2;1;cosmetic;50
819;2021-12-05 13:22:21.435 +0300;37000.00;37000.00;5;35.0;1;1;euro;50
820;2021-12-05 13:22:17.721 +0300;37000.00;37000.00;10;37.0;1;1;cosmetic;50
821;2021-12-05 13:22:15.314 +0300;26000.00;26000.00;4;70.0;3;2;cosmetic;50
822;2021-12-05 13:20:20.206 +0300;25000.00;25000.00;3;32.0;1;2;cosmetic;0
823;2021-12-05 13:20:19.002 +0300;25000.00;10000.00;2;15.0;0;2;euro;0
824;2021-12-05 13:19:08.861 +0300;25000.00;25000.00;19;32.0;1;2;cosmetic;0
825;2021-12-05 13:16:14.613 +0300;28000.00;28000.00;9;12.0;0;1;cosmetic;61
826;2021-12-05 13:15:43.308 +0300;25000.00;25000.00;25;35.0;1;2;cosmetic;50
827;2021-12-05 13:15:32.723 +0300;30000.00;0.00;2;30.0;1;1;cosmetic;100
828;2021-12-05 13:15:31.315 +0300;30000.00;30000.00;8;38.9;1;1;cosmetic;50
829;2021-12-05 13:15:29.957 +0300;30000.00;30000.00;2;428.0;1;1;unknown;50
830;2021-12-05 13:15:16.990 +0300;30000.00;30000.00;3;27.0;0;1;euro;50
831;2021-12-05 13:15:15.428 +0300;30000.00;30000.00;3;27.0;0;1;euro;60
832;2021-12-05 13:15:12.879 +0300;27000.00;10000.00;14;35.0;1;1;cosmetic;50
833;2021-12-05 13:15:09.549 +0300;30000.00;15000.00;7;35.0;1;1;cosmetic;90
834;2021-12-05 13:10:27.211 +0300;36000.00;36000.00;3;32.0;1;1;cosmetic;0
835;2021-12-05 13:06:45.236 +0300;35000.00;35000.00;5;20.0;0;1;cosmetic;0
836;2021-12-05 13:06:04.209 +0300;19000.00;19000.00;19;28.0;1;2;euro;54
837;2021-12-05 13:05:42.787 +0300;60000.00;60000.00;14;44.0;2;1;design;0
838;2021-12-05 13:05:15.417 +0300;35000.00;35000.00;16;43.0;1;1;euro;0
839;2021-12-05 13:05:11.958 +0300;18000.00;10000.00;10;34.0;1;2;cosmetic;0
840;2021-12-05 13:04:42.173 +0300;18000.00;18000.00;5;33.0;1;2;cosmetic;30
841;2021-12-05 13:03:40.956 +0300;35000.00;35000.00;4;31.0;1;1;cosmetic;80
842;2021-12-05 13:03:39.830 +0300;35000.00;35000.00;7;51.0;2;1;cosmetic;60
843;2021-12-05 13:03:14.422 +0300;60000.00;60000.00;9;54.0;2;1;euro;50
844;2021-12-05 13:03:05.318 +0300;13000.00;13000.00;2;15.0;0;2;cosmetic;100
845;2021-12-05 13:02:56.627 +0300;35000.00;35000.00;10;30.0;1;1;euro;100
846;2021-12-05 13:02:55.325 +0300;35000.00;35000.00;2;30.апр;1;1;cosmetic;30
847;2021-12-05 13:02:54.696 +0300;35000.00;35000.00;2;18.0;1;1;cosmetic;50
848;2021-12-05 13:02:32.120 +0300;35000.00;35000.00;3;37.7;1;1;cosmetic;50
849;2021-12-05 13:02:15.749 +0300;35000.00;40000.00;12;34.0;1;1;euro;70
850;2021-12-05 13:02:11.780 +0300;35000.00;35000.00;4;30.0;1;1;euro;50
851;2021-12-05 12:55:28.438 +0300;60000.00;60000.00;9;60.0;3;1;euro;0
852;2021-12-05 12:55:12.028 +0300;59990.00;59990.00;2;51.0;1;1;euro;50
853;2021-12-05 12:51:19.625 +0300;50000.00;50000.00;4;41.0;2;1;euro;0
854;2021-12-05 12:43:47.976 +0300;85000.00;85000.00;5;42.5;1;1;euro;0
855;2021-12-05 12:43:46.862 +0300;85000.00;85000.00;4;42.0;2;1;cosmetic;0
856;2021-12-05 12:42:03.967 +0300;85000.00;85000.00;11;72.8;3;1;euro;50
857;2021-12-05 12:41:39.050 +0300;85000.00;85000.00;10;35.2;1;1;euro;0
858;2021-12-05 12:41:23.227 +0300;25000.00;;2;39.0;1;1;;
859;2021-12-05 12:36:13.794 +0300;38000.00;38000.00;5;30.апр;1;1;cosmetic;50
860;2021-12-05 12:35:05.038 +0300;80000.00;80000.00;6;77.0;3;1;euro;40
861;2021-12-05 12:26:03.825 +0300;65000.00;65000.00;5;53.0;2;2;design;50
862;2021-12-05 12:25:25.070 +0300;65000.00;65000.00;3;107.0;3;2;euro;50
863;2021-12-05 12:19:07.737 +0300;50000.00;50000.00;5;34.0;1;1;euro;20
864;2021-12-05 12:16:46.253 +0300;50000.00;50000.00;3;54.0;2;1;cosmetic;60
865;2021-12-05 12:16:27.929 +0300;50000.00;50000.00;6;64.0;3;1;euro;50
866;2021-12-05 12:16:26.733 +0300;50000.00;50000.00;14;39.0;1;1;euro;50
867;2021-12-05 12:09:29.187 +0300;33000.00;33000.00;9;33.0;1;1;cosmetic;29
868;2021-12-05 12:08:54.841 +0300;47000.00;47000.00;8;50.0;2;1;design;0
869;2021-12-05 12:07:51.530 +0300;47000.00;47000.00;10;42.0;1;1;euro;50
870;2021-12-05 12:06:26.086 +0300;46000.00;46000.00;5;20.0;1;1;euro;30
871;2021-12-05 12:05:48.320 +0300;46800.00;0.00;25;39.1;1;1;euro;50
872;2021-12-05 12:03:51.738 +0300;45000.00;22500.00;15;20.0;0;1;cosmetic;0
873;2021-12-05 12:03:33.106 +0300;60000.00;60000.00;10;70.0;3;2;euro;0
874;2021-12-05 11:56:29.638 +0300;45000.00;22000.00;4;52.0;2;1;euro;80
875;2021-12-05 11:56:24.228 +0300;40000.00;40000.00;5;58.0;2;1;euro;100
876;2021-12-05 11:56:23.547 +0300;43000.00;43000.00;2;29.0;1;1;design;100
877;2021-12-05 11:53:51.030 +0300;45000.00;45000.00;6;38.0;1;1;euro;50
878;2021-12-05 11:53:48.929 +0300;45000.00;45000.00;3;40.0;2;1;cosmetic;60
879;2021-12-05 11:53:02.316 +0300;45000.00;45000.00;2;52.8;2;1;euro;50
880;2021-12-05 11:51:05.707 +0300;45000.00;45000.00;20;45.0;1;1;euro;50
881;2021-12-05 11:42:12.302 +0300;40000.00;40000.00;13;34.0;1;1;cosmetic;0
882;2021-12-05 11:42:11.362 +0300;40000.00;30000.00;9;33.0;1;1;euro;0
883;2021-12-05 11:40:52.409 +0300;20000.00;20000.00;17;42.0;1;1;cosmetic;100
884;2021-12-05 11:39:23.022 +0300;80000.00;80000.00;6;74.0;2;2;design;50
885;2021-12-05 11:37:21.057 +0300;40000.00;40000.00;3;33.0;1;1;cosmetic;50
886;2021-12-05 11:29:33.538 +0300;40000.00;40000.00;3;39.1;1;1;cosmetic;50
887;2021-12-05 11:29:32.318 +0300;40000.00;40000.00;2;70.5;2;1;cosmetic;0
888;2021-12-05 11:28:55.263 +0300;55000.00;55000.00;1;32.0;1;1;cosmetic;50
889;2021-12-05 11:24:53.104 +0300;45000.00;45000.00;1;37.0;2;1;cosmetic;45
890;2021-12-05 11:24:51.506 +0300;200000.00;200000.00;5;105.0;3;1;euro;0
891;2021-12-05 11:24:49.445 +0300;40000.00;40000.00;5;33.0;1;1;cosmetic;100
892;2021-12-05 11:24:48.109 +0300;40000.00;40000.00;2;42.5;1;1;cosmetic;50
893;2021-12-05 11:23:01.908 +0300;40000.00;40000.00;10;42.0;1;1;euro;100
894;2021-12-05 11:21:43.318 +0300;55000.00;55000.00;8;58.6;2;1;euro;50
895;2021-12-05 11:21:00.329 +0300;40000.00;40000.00;6;34.0;1;1;cosmetic;100
896;2021-12-05 11:19:40.418 +0300;53000.00;53000.00;8;55.0;2;1;cosmetic;50
897;2021-12-05 11:19:39.208 +0300;50000.00;50000.00;3;55.0;2;2;euro;0
898;2021-12-05 11:18:44.918 +0300;50000.00;50000.00;15;54.0;2;1;cosmetic;10
899;2021-12-05 11:18:33.239 +0300;39000.00;39000.00;4;44.0;2;1;cosmetic;0
900;2021-12-05 11:18:17.924 +0300;45000.00;45000.00;10;37.4;1;1;euro;0
901;2021-12-05 11:17:54.318 +0300;39000.00;40000.00;18;53.0;1;1;cosmetic;80
902;2021-12-05 11:17:33.335 +0300;45000.00;45000.00;8;36.0;1;1;euro;0
903;2021-12-05 11:17:31.818 +0300;45000.00;45000.00;5;43.0;2;1;cosmetic;0
904;2021-12-05 11:16:53.707 +0300;140000.00;140000.00;9;60.0;2;1;euro;0
905;2021-12-05 11:15:18.992 +0300;32000.00;16000.00;14;38.9;1;1;cosmetic;100
906;2021-12-05 11:15:11.286 +0300;51900.00;0.00;7;44.0;1;1;euro;50
907;2021-12-05 11:14:39.873 +0300;50000.00;50000.00;14;39.0;1;1;euro;50
908;2021-12-05 11:13:51.423 +0300;45000.00;45000.00;2;60.0;2;1;euro;50
909;2021-12-05 11:12:57.107 +0300;50000.00;50000.00;9;40.0;1;1;euro;70
910;2021-12-05 11:12:02.495 +0300;25000.00;25000.00;5;29.0;0;2;euro;0
911;2021-12-05 11:11:43.197 +0300;45000.00;0.00;14;46.5;2;1;cosmetic;50
912;2021-12-05 11:11:42.286 +0300;45000.00;45000.00;20;42.0;1;1;euro;30
913;2021-12-05 11:10:57.159 +0300;45000.00;0.00;2;39.0;1;1;cosmetic;80
914;2021-12-05 11:10:50.301 +0300;45000.00;45000.00;10;57.0;2;1;euro;100
915;2021-12-05 11:10:49.696 +0300;44990.00;44990.00;7;37.2;1;1;euro;0
916;2021-12-05 11:09:59.284 +0300;50000.00;0.00;9;38.0;1;1;cosmetic;0
917;2021-12-05 11:09:57.715 +0300;50000.00;50000.00;15;62.0;2;1;cosmetic;70
918;2021-12-05 11:09:55.924 +0300;50000.00;50000.00;4;35.0;1;1;euro;100
919;2021-12-05 11:09:54.708 +0300;50000.00;50000.00;2;45.0;2;1;cosmetic;100
920;2021-12-05 11:09:52.330 +0300;50000.00;50000.00;4;38.0;1;1;euro;50
921;2021-12-05 11:09:44.628 +0300;45000.00;45000.00;7;46.0;2;1;cosmetic;100
922;2021-12-05 11:09:21.213 +0300;60000.00;60000.00;4;52.0;2;1;cosmetic;0
923;2021-12-05 11:09:16.825 +0300;45000.00;45000.00;2;36.0;1;1;euro;100
924;2021-12-05 11:09:09.552 +0300;60000.00;60000.00;3;52.0;2;1;euro;0
925;2021-12-05 11:09:06.051 +0300;45000.00;45000.00;8;55.0;2;1;cosmetic;50
926;2021-12-05 11:07:43.551 +0300;50000.00;50000.00;19;35.0;1;1;design;50
927;2021-12-05 11:07:42.109 +0300;50000.00;50000.00;6;60.0;2;1;euro;100
928;2021-12-05 11:05:54.963 +0300;22000.00;10000.00;4;28.июн;0;2;euro;0
929;2021-12-05 11:04:53.258 +0300;22000.00;22000.00;2;16.0;0;2;euro;0
930;2021-12-05 11:01:12.519 +0300;20000.00;10000.00;3;48.0;2;2;cosmetic;0
931;2021-12-05 10:58:55.555 +0300;50000.00;50000.00;5;41.0;2;1;design;0
932;2021-12-05 10:58:39.386 +0300;50000.00;50000.00;3;42.0;2;1;cosmetic;50
933;2021-12-05 10:58:21.825 +0300;50000.00;50000.00;12;55.0;2;1;cosmetic;50
934;2021-12-05 10:58:10.343 +0300;50000.00;50000.00;7;38.0;1;1;euro;20
935;2021-12-05 10:57:35.420 +0300;50000.00;50000.00;7;36.0;1;1;design;60
936;2021-12-05 10:55:56.005 +0300;44000.00;25000.00;3;40.0;2;1;cosmetic;25
937;2021-12-05 10:53:49.878 +0300;65000.00;65000.00;2;55.0;1;1;euro;40
938;2021-12-05 10:51:55.122 +0300;59000.00;59000.00;4;49.0;2;1;euro;50
939;2021-12-05 10:49:30.561 +0300;56000.00;50000.00;1;57.3;2;1;design;0
940;2021-12-05 10:47:35.952 +0300;55000.00;55000.00;2;40.2;2;1;cosmetic;0
941;2021-12-05 10:47:34.354 +0300;55000.00;50000.00;6;64.0;3;1;cosmetic;0
942;2021-12-05 10:46:29.230 +0300;32000.00;32000.00;15;44.0;1;2;unknown;50
943;2021-12-05 10:41:50.719 +0300;110000.00;110000.00;12;70.0;2;1;euro;0
944;2021-12-05 10:40:59.555 +0300;30000.00;30000.00;2;28.0;0;2;euro;0
945;2021-12-05 10:31:44.321 +0300;55000.00;55000.00;2;80.0;3;1;euro;70
946;2021-12-05 10:26:06.038 +0300;35000.00;17500.00;2;33.0;1;1;cosmetic;50
947;2021-12-05 10:25:41.590 +0300;27000.00;27000.00;6;35.0;1;1;cosmetic;50
948;2021-12-05 10:25:34.906 +0300;27000.00;27000.00;10;35.0;1;1;cosmetic;40
949;2021-12-05 10:19:52.255 +0300;55000.00;55000.00;2;63.0;2;2;design;0
950;2021-12-05 10:19:14.349 +0300;42000.00;42000.00;11;40.0;1;1;cosmetic;50
951;2021-12-05 10:17:50.115 +0300;41400.00;0.00;7;41.5;1;1;cosmetic;50
952;2021-12-05 10:17:29.254 +0300;41400.00;0.00;12;35.4;1;1;euro;50
953;2021-12-05 10:15:43.940 +0300;38000.00;38000.00;3;43.0;2;1;cosmetic;50
954;2021-12-05 10:08:51.036 +0300;37000.00;37000.00;1;40.0;1;1;euro;97
955;2021-12-05 10:07:51.598 +0300;30000.00;15000.00;15;40.0;1;2;cosmetic;50
956;2021-12-05 10:07:19.337 +0300;33000.00;33000.00;2;37.0;1;1;cosmetic;0
957;2021-12-05 10:04:03.917 +0300;33000.00;33000.00;5;37.0;1;1;cosmetic;65
958;2021-12-05 10:01:48.949 +0300;43000.00;40000.00;5;44.0;1;1;cosmetic;80
959;2021-12-05 10:01:23.219 +0300;29000.00;20000.00;7;47.0;2;2;cosmetic;0
960;2021-12-05 09:56:20.587 +0300;27000.00;27000.00;10;41.0;1;2;cosmetic;100
961;2021-12-05 09:43:24.231 +0300;35000.00;35000.00;12;33.0;1;1;cosmetic;70
962;2021-12-05 09:41:21.834 +0300;35000.00;35000.00;10;45.0;1;1;cosmetic;100
963;2021-12-05 09:40:05.758 +0300;65000.00;65000.00;3;55.0;2;1;euro;70
964;2021-12-05 09:28:36.798 +0300;25000.00;25000.00;8;57.0;2;2;cosmetic;0
965;2021-12-05 09:25:34.538 +0300;24000.00;25000.00;8;57.0;2;2;cosmetic;0
966;2021-12-05 09:23:31.199 +0300;79800.00;0.00;3;32.0;0;1;unknown;0
967;2021-12-05 09:13:40.227 +0300;38000.00;25000.00;2;39.0;1;1;cosmetic;0
968;2021-12-05 08:40:32.125 +0300;50000.00;50000.00;5;38.0;1;1;euro;100
969;2021-12-05 08:06:07.636 +0300;32000.00;32000.00;2;31.0;1;1;cosmetic;50
970;2021-12-05 08:04:22.943 +0300;31200.00;0.00;15;21.0;1;1;euro;50
971;2021-12-05 07:46:04.136 +0300;21000.00;15000.00;2;46.0;2;2;cosmetic;84
972;2021-12-05 07:34:46.318 +0300;45000.00;45000.00;3;22.0;0;1;cosmetic;0
973;2021-12-05 07:21:21.218 +0300;50000.00;50000.00;7;30.0;0;1;cosmetic;100
974;2021-12-05 07:11:02.562 +0300;35000.00;35000.00;8;34.0;1;1;cosmetic;60
975;2021-12-05 06:54:04.024 +0300;40000.00;20000.00;3;54.0;2;1;cosmetic;100
976;2021-12-05 06:33:50.131 +0300;200000.00;200000.00;8;75.0;3;1;design;0
977;2021-12-05 06:33:20.807 +0300;18000.00;18000.00;2;32.0;1;2;unknown;100
978;2021-12-05 06:20:47.993 +0300;67100.00;0.00;4;58.0;3;1;euro;50
979;2021-12-05 06:17:44.376 +0300;65000.00;65000.00;6;53.4;2;1;euro;50
980;2021-12-05 06:14:50.112 +0300;28200.00;0.00;4;31.6;1;2;euro;50
981;2021-12-05 05:40:19.010 +0300;100000.00;100000.00;26;50.0;2;1;design;20
982;2021-12-05 05:29:10.201 +0300;90000.00;0.00;5;57.6;2;1;euro;50
983;2021-12-05 05:12:41.655 +0300;75000.00;75000.00;20;91.0;3;2;euro;45
984;2021-12-05 04:57:06.630 +0300;49300.00;0.00;11;39.0;1;1;euro;50
985;2021-12-05 04:52:16.527 +0300;48000.00;48000.00;6;45.0;2;1;cosmetic;50
986;2021-12-05 04:36:51.768 +0300;38000.00;38000.00;14;46.0;1;1;cosmetic;50
987;2021-12-05 04:23:17.221 +0300;23000.00;15000.00;5;31.0;1;2;cosmetic;0
988;2021-12-05 04:16:46.013 +0300;45000.00;50000.00;8;68.7;3;2;euro;0
989;2021-12-05 04:16:42.394 +0300;45000.00;45000.00;3;55.0;2;2;euro;50
990;2021-12-05 04:16:36.128 +0300;45000.00;45000.00;24;23.0;0;1;euro;0
991;2021-12-05 04:11:03.308 +0300;240000.00;240000.00;2;150.0;4;1;euro;0
992;2021-12-05 04:05:53.552 +0300;48000.00;24000.00;19;58.5;2;1;euro;50
993;2021-12-05 04:03:50.044 +0300;50000.00;50000.00;10;55.0;2;1;cosmetic;50
994;2021-12-05 03:57:00.637 +0300;50000.00;50000.00;10;45.0;1;1;design;60
995;2021-12-05 03:56:29.062 +0300;40000.00;40000.00;6;35.8;1;2;euro;0
996;2021-12-05 03:56:21.350 +0300;132000.00;0.00;2;63.0;2;1;design;0
997;2021-12-05 03:38:08.965 +0300;35000.00;35000.00;16;34.1;1;2;cosmetic;0
998;2021-12-05 03:36:18.122 +0300;120000.00;120000.00;10;70.4;2;1;design;0
999;2021-12-05 03:26:34.536 +0300;60000.00;60000.00;8;54.0;2;2;design;50
1000;2021-12-05 03:25:56.182 +0300;59000.00;30000.00;3;60.0;3;2;design;80
1001;2021-12-05 03:25:43.108 +0300;37000.00;37000.00;10;40.0;1;1;cosmetic;0
1002;2021-12-05 03:24:39.208 +0300;57000.00;0.00;24;54.0;2;1;euro;50
1003;2021-12-05 03:23:50.020 +0300;43000.00;0.00;7;42.1;1;1;cosmetic;50
1004;2021-12-05 03:22:01.325 +0300;31000.00;31000.00;3;25.0;0;2;design;50
1005;2021-12-05 03:19:51.061 +0300;20000.00;0.00;2;31.0;1;2;cosmetic;50
1006;2021-12-05 03:17:41.211 +0300;200000.00;200000.00;27;135.0;3;1;design;0
1007;2021-12-05 03:16:45.412 +0300;18000.00;18000.00;12;27.0;0;2;cosmetic;50
1008;2021-12-05 03:16:38.450 +0300;18000.00;8500.00;11;35.4;1;2;cosmetic;50
1009;2021-12-05 03:16:36.508 +0300;18000.00;9000.00;5;52.2;2;2;cosmetic;50
1010;2021-12-05 03:15:29.831 +0300;16000.00;16000.00;3;28.0;0;2;cosmetic;62
1011;2021-12-05 03:09:04.981 +0300;50000.00;50000.00;3;58.0;2;2;euro;0
1012;2021-12-05 03:03:15.767 +0300;75000.00;75000.00;4;60.0;3;1;euro;50
1013;2021-12-05 03:00:42.428 +0300;75000.00;75000.00;8;60.0;2;1;euro;0
1014;2021-12-05 02:59:03.848 +0300;260000.00;260000.00;5;85.0;3;1;design;0
1015;2021-12-05 02:52:23.833 +0300;77000.00;77000.00;15;73.3;3;1;euro;70
1016;2021-12-05 02:51:45.032 +0300;70000.00;70000.00;11;52.0;2;1;euro;40
1017;2021-12-05 02:51:04.359 +0300;100000.00;100000.00;3;90.0;3;2;euro;0
1018;2021-12-05 02:49:36.029 +0300;65000.00;65000.00;9;60.0;2;1;euro;50
1019;2021-12-05 02:49:26.468 +0300;65000.00;65000.00;6;38.0;1;1;euro;20
1020;2021-12-05 02:48:50.568 +0300;65000.00;65000.00;8;60.0;2;1;euro;0
1021;2021-12-05 02:44:25.171 +0300;38500.00;38500.00;1;38.0;1;1;cosmetic;100
1022;2021-12-05 02:43:40.235 +0300;60000.00;60000.00;7;45.0;2;1;euro;0
1023;2021-12-05 02:43:38.017 +0300;60000.00;60000.00;2;54.0;2;1;euro;50
1024;2021-12-05 02:41:28.527 +0300;30000.00;30000.00;4;34.0;1;2;design;50
1025;2021-12-05 02:40:56.607 +0300;57000.00;57000.00;6;63.4;2;1;euro;0
1026;2021-12-05 02:39:04.726 +0300;60000.00;60000.00;3;45.0;3;1;cosmetic;100
1027;2021-12-05 02:28:55.931 +0300;30000.00;0.00;2;40.0;3;2;cosmetic;100
1028;2021-12-05 02:26:31.724 +0300;28000.00;28000.00;10;27.0;0;2;euro;0
1029;2021-12-05 02:21:55.589 +0300;27000.00;27000.00;2;32.0;1;2;cosmetic;0
1030;2021-12-05 02:21:27.328 +0300;60000.00;60000.00;4;64.0;2;2;euro;50
1031;2021-12-05 02:20:34.410 +0300;27000.00;;17;39.0;1;2;;
1032;2021-12-05 02:20:32.923 +0300;27000.00;27000.00;6;45.0;2;2;cosmetic;50
1033;2021-12-05 02:20:16.626 +0300;27000.00;27000.00;5;38.0;1;2;euro;50
1034;2021-12-05 02:19:41.017 +0300;27000.00;27000.00;4;47.0;2;2;euro;50
1035;2021-12-05 02:19:18.309 +0300;70000.00;70000.00;6;45.0;2;1;euro;50
1036;2021-12-05 02:18:33.506 +0300;25000.00;25000.00;4;32.0;1;2;euro;0
1037;2021-12-05 02:10:22.390 +0300;26000.00;26000.00;7;25.0;0;2;design;0
1038;2021-12-05 02:10:01.634 +0300;26000.00;26000.00;19;38.9;1;2;euro;50
1039;2021-12-05 02:09:41.929 +0300;26000.00;26000.00;2;40.0;1;2;cosmetic;0
1040;2021-12-05 02:00:43.766 +0300;25000.00;25000.00;5;47.0;2;2;cosmetic;50
1041;2021-12-05 01:59:22.113 +0300;33000.00;30000.00;12;41.8;1;1;cosmetic;0
1042;2021-12-05 01:57:06.236 +0300;75000.00;75000.00;1;100.0;3;2;euro;0
1043;2021-12-05 01:54:16.171 +0300;85000.00;85000.00;4;115.0;3;2;euro;0
1044;2021-12-05 01:54:04.047 +0300;85000.00;85000.00;8;93.0;3;2;design;100
1045;2021-12-05 01:35:31.224 +0300;37000.00;40000.00;7;38.4;2;1;cosmetic;0
1046;2021-12-05 01:30:14.419 +0300;40000.00;20000.00;11;38.0;1;1;euro;50
1047;2021-12-05 01:25:25.790 +0300;40000.00;40000.00;24;22.0;1;1;euro;0
1048;2021-12-05 01:16:52.764 +0300;40000.00;40000.00;8;22.0;0;1;design;50
1049;2021-12-05 01:16:51.691 +0300;40000.00;40000.00;3;30.0;1;1;cosmetic;50
1050;2021-12-05 01:16:33.199 +0300;40000.00;40000.00;12;50.0;2;1;euro;80
1051;2021-12-05 01:16:22.476 +0300;40000.00;40000.00;10;38.0;1;1;cosmetic;50
1052;2021-12-05 01:16:19.494 +0300;40000.00;40000.00;2;45.0;2;1;euro;50
1053;2021-12-05 01:16:17.139 +0300;40000.00;40000.00;7;45.3;2;1;euro;100
1054;2021-12-05 01:14:32.561 +0300;40000.00;40000.00;12;34.0;1;1;euro;50
1055;2021-12-05 01:14:29.503 +0300;55000.00;55000.00;10;53.0;2;1;cosmetic;30
1056;2021-12-05 01:12:51.585 +0300;40000.00;40000.00;15;40.0;1;1;cosmetic;50
1057;2021-12-05 01:12:30.466 +0300;40000.00;40000.00;4;37.0;1;1;cosmetic;70
1058;2021-12-05 01:12:20.717 +0300;50000.00;;4;35.0;1;1;;
1059;2021-12-05 01:11:59.653 +0300;40000.00;40000.00;2;40.0;1;1;euro;100
1060;2021-12-05 01:10:28.459 +0300;25000.00;25000.00;5;34.0;1;2;cosmetic;0
1061;2021-12-05 01:10:26.625 +0300;25000.00;25000.00;4;31.мар;1;2;euro;0
1062;2021-12-05 01:10:22.151 +0300;25000.00;25000.00;8;47.6;2;2;cosmetic;0
1063;2021-12-05 01:08:53.809 +0300;25000.00;15000.00;1;32.0;1;2;cosmetic;80
1064;2021-12-05 01:06:25.230 +0300;25000.00;25000.00;8;24.0;0;2;euro;50
1065;2021-12-05 01:04:34.908 +0300;39000.00;39000.00;6;34.0;1;1;cosmetic;50
1066;2021-12-05 01:04:11.800 +0300;50000.00;50000.00;4;60.0;2;1;euro;70
1067;2021-12-05 01:03:59.017 +0300;36999.00;37000.00;3;45.0;2;1;euro;80
